job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
Diversity and Inclusion Specialist,"Milan, Italy",Human Resources,Full-time,corporate,45465,77669,EUR,"hr, diversity, inclusion","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Diversity and Inclusion Specialist in Milan, Italy with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,def31afe-4e05-40c1-a481-0b0dd8ee8bab
E-commerce Specialist,"Milan, Italy",E-commerce,Full-time,corporate,50751,86699,EUR,"ecommerce, digital, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced E-commerce Specialist in Milan, Italy with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,34a5fa7d-d984-4520-b401-6c2c9bf8a857
AI Governance Specialist,"Lyon, France",Artificial Intelligence,Full-time,corporate,78717,135966,EUR,"ai, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Governance Specialist in Lyon, France with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,00b91138-e785-4a88-b99a-b7a74d57cedd
AI Product Manager,"Lyon, France",Artificial Intelligence,Full-time,corporate,85714,148051,EUR,"ai, product, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Product Manager in Lyon, France with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,064bd609-5cac-4315-9a9d-85766598fdbe
AI Trainer,"Lyon, France",Artificial Intelligence,Full-time,corporate,72019,124397,EUR,"ai, training, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Trainer in Lyon, France with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,3d027ab9-9957-462c-b6f0-4e3acf43fc82
Carbon Emissions Analyst,"Lyon, France",Environmental Services,Full-time,corporate,52447,90591,EUR,"sustainability, environment, analytics","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Carbon Emissions Analyst in Lyon, France with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,2ba1229f-ca14-474b-bbaa-b69db3496956
Climate Change Analyst,"Lyon, France",Environmental Services,Full-time,corporate,62019,107125,EUR,"environment, climate, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Climate Change Analyst in Lyon, France with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,e536a301-aadc-4c5c-ad4e-dab931ca0386
Cloud Architect,"Lyon, France",Information Technology,Full-time,corporate,87792,151640,EUR,"cloud, architecture, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Architect in Lyon, France with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,43bb9230-e8b3-40bb-8e85-711e3e2c33fb
Cloud Security Specialist,"Lyon, France",Cybersecurity,Full-time,corporate,76411,131983,EUR,"security, cloud, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Security Specialist in Lyon, France with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,5f4d7fbc-86c5-409a-a85d-2e10d15fa091
Compliance Officer,"Lyon, France",Legal & Compliance,Full-time,corporate,63067,108934,EUR,"compliance, legal, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Compliance Officer in Lyon, France with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,3eab9d05-dd7a-42a7-a555-87348d4408de
Corporate Social Responsibility Manager,"Lyon, France",Corporate Social Responsibility,Full-time,corporate,64959,112203,EUR,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Lyon, France with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,46d44dc9-5baa-4726-ba54-47f3ec55b4bd
Customer Experience Designer,"Lyon, France",Customer Experience,Full-time,corporate,57020,98490,EUR,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Lyon, France with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,c09073de-5509-473b-95de-5a79a29ae2be
Cybersecurity Analyst,"Lyon, France",Cybersecurity,Full-time,corporate,75092,129705,EUR,"security, cybersecurity, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cybersecurity Analyst in Lyon, France with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,98b1d96c-bd7c-4bca-9bf3-1b7268f0336c
Data Governance Specialist,"Lyon, France",Data Management,Full-time,corporate,67208,116087,EUR,"data, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Data Governance Specialist in Lyon, France with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,9df85365-271f-4285-9d15-503cb6d0ab1f
Data Privacy Officer,"Lyon, France",Data Management,Full-time,corporate,70943,122539,EUR,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Lyon, France with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,56ad37bd-a0f5-4afd-a523-85a50af879f8
Digital Content Manager,"Lyon, France",Marketing,Full-time,corporate,54251,93706,EUR,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Lyon, France with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,e17bae49-3bdf-46c6-b37b-cdc31962547d
Digital Transformation Consultant,"Lyon, France",Digital Consulting,Full-time,corporate,76058,131373,EUR,"digital, consulting, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Transformation Consultant in Lyon, France with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,1b3c9503-29f4-4c18-a891-7a1b86599775
Diversity and Inclusion Specialist,"Lyon, France",Human Resources,Full-time,corporate,61257,105808,EUR,"hr, diversity, inclusion","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Diversity and Inclusion Specialist in Lyon, France with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,204444e5-edaa-4dd1-a34b-a25fecad33b8
E-commerce Specialist,"Lyon, France",E-commerce,Full-time,corporate,67814,117133,EUR,"ecommerce, digital, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced E-commerce Specialist in Lyon, France with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,2aa75864-f342-4d89-a2fa-dda16dc1afd6
AI Governance Specialist,"Brussels, Belgium",Artificial Intelligence,Full-time,corporate,89913,151922,EUR,"ai, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Governance Specialist in Brussels, Belgium with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,b18fdc10-2141-471b-b1d9-2bc1a7e81cd8
AI Product Manager,"Brussels, Belgium",Artificial Intelligence,Full-time,corporate,86785,146637,EUR,"ai, product, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Product Manager in Brussels, Belgium with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,241b3158-9321-4aeb-b30f-3e4bdd79d4af
AI Trainer,"Brussels, Belgium",Artificial Intelligence,Full-time,corporate,86548,146236,EUR,"ai, training, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Trainer in Brussels, Belgium with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,a39f51d9-379f-4784-b712-4d1f71df5047
Carbon Emissions Analyst,"Brussels, Belgium",Environmental Services,Full-time,corporate,63259,106887,EUR,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Brussels, Belgium with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,002215ab-d08b-4e3e-98e8-3f733912d13d
Climate Change Analyst,"Brussels, Belgium",Environmental Services,Full-time,corporate,64659,109252,EUR,"environment, climate, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Climate Change Analyst in Brussels, Belgium with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,cc529f2c-f92f-46fa-9bb9-1e08154f3dd9
Cloud Architect,"Brussels, Belgium",Information Technology,Full-time,corporate,88866,150153,EUR,"cloud, architecture, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Architect in Brussels, Belgium with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,43091265-891b-44a6-ad92-29ba90c8f0bf
Cloud Security Specialist,"Brussels, Belgium",Cybersecurity,Full-time,corporate,86762,146598,EUR,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Brussels, Belgium with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,461cc886-5786-40a9-8be0-257976fb7c0a
Compliance Officer,"Brussels, Belgium",Legal & Compliance,Full-time,corporate,67957,114824,EUR,"compliance, legal, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Compliance Officer in Brussels, Belgium with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,f42f3306-c9e3-4fd8-8f89-b48042ec30b0
Corporate Social Responsibility Manager,"Brussels, Belgium",Corporate Social Responsibility,Full-time,corporate,71033,120021,EUR,"csr, sustainability, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Corporate Social Responsibility Manager in Brussels, Belgium with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,f5f29c59-62cf-42a9-a8cc-90b8000ee914
Customer Experience Designer,"Brussels, Belgium",Customer Experience,Full-time,corporate,61314,103600,EUR,"customer, design, experience","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Customer Experience Designer in Brussels, Belgium with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,45694994-bbee-4026-8493-5994ec1987c7
Cybersecurity Analyst,"Brussels, Belgium",Cybersecurity,Full-time,corporate,81706,138055,EUR,"security, cybersecurity, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cybersecurity Analyst in Brussels, Belgium with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,7723e35e-93ea-480e-bed9-f612546a834f
Data Governance Specialist,"Brussels, Belgium",Data Management,Full-time,corporate,77583,131090,EUR,"data, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Data Governance Specialist in Brussels, Belgium with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,0e700a8b-1177-4244-9fe5-509d8d325ac1
Data Privacy Officer,"Brussels, Belgium",Data Management,Full-time,corporate,75429,127450,EUR,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Brussels, Belgium with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,385c4975-e686-49da-a9b4-d0a100444c1f
Digital Content Manager,"Brussels, Belgium",Marketing,Full-time,corporate,53789,90886,EUR,"content, digital, marketing","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Content Manager in Brussels, Belgium with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,3804dc05-61e6-42f5-8a5a-5b88677cce36
Digital Transformation Consultant,"Brussels, Belgium",Digital Consulting,Full-time,corporate,73454,124112,EUR,"digital, consulting, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Transformation Consultant in Brussels, Belgium with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,c7b5d4cd-8f44-4b0d-a9c8-58642bf4b8e5
Diversity and Inclusion Specialist,"Brussels, Belgium",Human Resources,Full-time,corporate,59625,100747,EUR,"hr, diversity, inclusion","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Diversity and Inclusion Specialist in Brussels, Belgium with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,d7b9c476-93fd-4f6c-8795-a51ea01c7245
E-commerce Specialist,"Brussels, Belgium",E-commerce,Full-time,corporate,68058,114996,EUR,"ecommerce, digital, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced E-commerce Specialist in Brussels, Belgium with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,d48d5a30-9667-4a83-9d7c-aa5d30883a68
AI Governance Specialist,"Helsinki, Finland",Artificial Intelligence,Full-time,corporate,71307,121221,EUR,"ai, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Governance Specialist in Helsinki, Finland with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,8cf2f9ae-3884-4f7b-baa4-a10c22b4cdb7
AI Product Manager,"Helsinki, Finland",Artificial Intelligence,Full-time,corporate,69994,118991,EUR,"ai, product, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Product Manager in Helsinki, Finland with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,90f8725e-7d46-4913-95d1-69d1bf2605c3
AI Trainer,"Helsinki, Finland",Artificial Intelligence,Full-time,corporate,61859,105161,EUR,"ai, training, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Trainer in Helsinki, Finland with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,cff4137e-4e41-459a-b02d-7a5dee9f2444
Carbon Emissions Analyst,"Helsinki, Finland",Environmental Services,Full-time,corporate,51857,88158,EUR,"sustainability, environment, analytics","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Carbon Emissions Analyst in Helsinki, Finland with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,c0c85dfa-3f48-46bf-b1f3-67b4afac40bc
Climate Change Analyst,"Helsinki, Finland",Environmental Services,Full-time,corporate,51730,87941,EUR,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Helsinki, Finland with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,b9297ec7-9633-42da-bd5f-9a8e80fb5ae2
Cloud Architect,"Helsinki, Finland",Information Technology,Full-time,corporate,76384,129853,EUR,"cloud, architecture, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Architect in Helsinki, Finland with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,d96bdd04-7f74-4b33-a41f-9d0df49abd39
Cloud Security Specialist,"Helsinki, Finland",Cybersecurity,Full-time,corporate,61592,104707,EUR,"security, cloud, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Security Specialist in Helsinki, Finland with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,807f8f5b-a696-4403-8aea-491f40f5e9f4
Compliance Officer,"Helsinki, Finland",Legal & Compliance,Full-time,corporate,56904,96738,EUR,"compliance, legal, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Compliance Officer in Helsinki, Finland with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,309bee70-eaa2-456a-9dd3-a32ec8f23f7c
Corporate Social Responsibility Manager,"Helsinki, Finland",Corporate Social Responsibility,Full-time,corporate,63166,107383,EUR,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Helsinki, Finland with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,609a68b5-719d-4a1e-a4ab-b155b7d349dd
Customer Experience Designer,"Helsinki, Finland",Customer Experience,Full-time,corporate,48263,82047,EUR,"customer, design, experience","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Customer Experience Designer in Helsinki, Finland with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,216bb6bf-5b5c-41ea-bd4d-2dff55afef7b
Cybersecurity Analyst,"Helsinki, Finland",Cybersecurity,Full-time,corporate,69408,117993,EUR,"security, cybersecurity, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cybersecurity Analyst in Helsinki, Finland with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,eec6e231-b475-4e6a-890f-8d8e1c1562e9
Data Governance Specialist,"Helsinki, Finland",Data Management,Full-time,corporate,60993,103688,EUR,"data, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Data Governance Specialist in Helsinki, Finland with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,5882c17f-ba8d-4c59-b25e-fa439017bead
Data Privacy Officer,"Helsinki, Finland",Data Management,Full-time,corporate,59988,101980,EUR,"data, privacy, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Privacy Officer in Helsinki, Finland with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,a59eedf7-9906-457e-8f5e-e0fffc150bff
Digital Content Manager,"Helsinki, Finland",Marketing,Full-time,corporate,41023,69740,EUR,"content, digital, marketing","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Digital Content Manager in Helsinki, Finland with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,a5b31c3b-7b58-4300-947f-2e28e78cbda2
Digital Transformation Consultant,"Helsinki, Finland",Digital Consulting,Full-time,corporate,61112,103891,EUR,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in Helsinki, Finland with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,f09daf4b-2c36-4db2-910a-c4239382b218
Diversity and Inclusion Specialist,"Helsinki, Finland",Human Resources,Full-time,corporate,53981,91769,EUR,"hr, diversity, inclusion","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Diversity and Inclusion Specialist in Helsinki, Finland with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,dd42c0aa-c2ea-4e1f-9648-58a6c35d4c48
E-commerce Specialist,"Helsinki, Finland",E-commerce,Full-time,corporate,56596,96214,EUR,"ecommerce, digital, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced E-commerce Specialist in Helsinki, Finland with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,77a96743-cbae-4e6a-a95e-ae0851ea76ff
AI Governance Specialist,"Nice, France",Artificial Intelligence,Full-time,corporate,87463,151073,EUR,"ai, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Governance Specialist in Nice, France with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,f51e01a3-7209-4c90-b359-ce09a86bae19
AI Product Manager,"Nice, France",Artificial Intelligence,Full-time,corporate,93899,162190,EUR,"ai, product, management","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Product Manager in Nice, France with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,3c66cea1-4136-4aa1-a282-6710c0655648
AI Trainer,"Nice, France",Artificial Intelligence,Full-time,corporate,78373,135372,EUR,"ai, training, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Trainer in Nice, France with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,16eb2c83-28f2-4bf4-9cf7-825f4077a146
Carbon Emissions Analyst,"Nice, France",Environmental Services,Full-time,corporate,62085,107238,EUR,"sustainability, environment, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Carbon Emissions Analyst in Nice, France with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,bc9bcd2e-f240-4a74-b3da-081953579e9f
Climate Change Analyst,"Nice, France",Environmental Services,Full-time,corporate,58525,101088,EUR,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Nice, France with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,f64d2027-a02c-4ac9-91c9-b704b8b6c58b
Cloud Architect,"Nice, France",Information Technology,Full-time,corporate,84278,145571,EUR,"cloud, architecture, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Architect in Nice, France with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,78250df3-412b-463e-a08f-8309627be349
Cloud Security Specialist,"Nice, France",Cybersecurity,Full-time,corporate,78057,134827,EUR,"security, cloud, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Security Specialist in Nice, France with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,ee257b4f-72a0-48c5-bd82-0bfd1481793a
Compliance Officer,"Nice, France",Legal & Compliance,Full-time,corporate,62722,108339,EUR,"compliance, legal, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Compliance Officer in Nice, France with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,4d9cb310-310c-452e-99ec-d485918f79cf
Corporate Social Responsibility Manager,"Nice, France",Corporate Social Responsibility,Full-time,corporate,71812,124040,EUR,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Nice, France with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,f8f43ad3-421e-4d36-9538-f6c74a5ffb6a
Customer Experience Designer,"Nice, France",Customer Experience,Full-time,corporate,57695,99655,EUR,"customer, design, experience","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Customer Experience Designer in Nice, France with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,063ec9c5-36e2-4819-a7e4-715846bda0b9
Cybersecurity Analyst,"Nice, France",Cybersecurity,Full-time,corporate,78191,135057,EUR,"security, cybersecurity, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cybersecurity Analyst in Nice, France with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,d397ee6b-f0bc-4924-9ede-515a453c5b76
Data Governance Specialist,"Nice, France",Data Management,Full-time,corporate,63277,109297,EUR,"data, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Governance Specialist in Nice, France with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,46bb0500-60ac-4087-bad8-8950a4853206
Data Privacy Officer,"Nice, France",Data Management,Full-time,corporate,76308,131805,EUR,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Nice, France with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,ad92dbef-c496-481a-a70c-7b2023bd919f
Digital Content Manager,"Nice, France",Marketing,Full-time,corporate,53100,91718,EUR,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Nice, France with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,b9e7d6a0-aee4-4817-a9d9-c14e1409b2a9
Digital Transformation Consultant,"Nice, France",Digital Consulting,Full-time,corporate,70705,122127,EUR,"digital, consulting, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Transformation Consultant in Nice, France with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,4abd0083-5022-487d-9e2f-b67a214f0f97
Diversity and Inclusion Specialist,"Nice, France",Human Resources,Full-time,corporate,54123,93486,EUR,"hr, diversity, inclusion","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Diversity and Inclusion Specialist in Nice, France with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,c648b54f-7bb0-47df-bde1-000d1b6af46c
E-commerce Specialist,"Nice, France",E-commerce,Full-time,corporate,65970,113948,EUR,"ecommerce, digital, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced E-commerce Specialist in Nice, France with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,1cd6601b-3814-4d42-ae61-258db4f123de
AI Governance Specialist,"Scottsdale, United States",Artificial Intelligence,Full-time,corporate,137285,274572,USD,"ai, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Governance Specialist in Scottsdale, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,931a86b1-2bf7-4059-a72a-fd6a8c51a9eb
AI Product Manager,"Scottsdale, United States",Artificial Intelligence,Full-time,corporate,147819,295639,USD,"ai, product, management","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Product Manager in Scottsdale, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,276530fe-8490-44ac-b8f4-d740bf2d1e78
